"Freq [GHz]","dB(S(WavePort1,WavePort1)) [] - split1x='25mm' split2x='10mm'","dB(S(WavePort1,WavePort1)) [] - split1x='25mm' split2x='11mm'","dB(S(WavePort1,WavePort1)) [] - split1x='25mm' split2x='12mm'","dB(S(WavePort1,WavePort1)) [] - split1x='25mm' split2x='13mm'","dB(S(WavePort1,WavePort1)) [] - split1x='25mm' split2x='14mm'","dB(S(WavePort1,WavePort1)) [] - split1x='25mm' split2x='15mm'"
1.225,-3.2375746248286,-2.26882253310552,-2.72835567786966,-1.25488438199532,-0.485446926814704,-1.46519326360549
1.226,-3.20073622720661,-2.24558584080446,-2.72927684484636,-1.24638455176797,-0.484665376749345,-1.46425190347386
1.227,-3.16442244360339,-2.22274261944192,-2.73019688369409,-1.2380326903778,-0.483926212146702,-1.46335798011823
1.228,-3.1286303662071,-2.20028643463352,-2.7311163380526,-1.22982657456585,-0.483229099264621,-1.46251157822093
1.229,-3.09335679567194,-2.17821094649675,-2.73203576459372,-1.22176403066277,-0.482573719142157,-1.46171278772228
1.23,-3.05859826463928,-2.15650991017167,-2.7329557330653,-1.2138429335588,-0.481959767334611,-1.46096170387267
1.231,-3.02435106000328,-2.13517717618487,-2.73387682633011,-1.20606120569955,-0.481386953660278,-1.46025842728596
1.232,-2.99061124397065,-2.1142066906684,-2.73479964039955,-1.19841681610705,-0.480855001958561,-1.45960306399435
1.233,-2.95737467396339,-2.09359249544514,-2.73572478446222,-1.19090777942541,-0.480363649859142,-1.45899572550451
1.234,-2.92463702141297,-2.07332872799082,-2.73665288090714,-1.18353215499075,-0.479912648561908,-1.45843652885528
1.235,-2.89239378949331,-2.05340962128282,-2.7375845653417,-1.17628804592465,-0.479501762627296,-1.45792559667674
1.236,-2.86064032983905,-2.03382950354464,-2.73852048660417,-1.16917359825069,-0.479130769776837,-1.45746305725083
1.237,-2.82937185829459,-2.01458279789503,-2.73946130677077,-1.16218700003369,-0.47879946070361,-1.45704904457343
1.238,-2.79858346973804,-1.99566402190949,-2.74040770115721,-1.1553264805409,-0.478507638892323,-1.45668369841813
1.239,-2.76827015202296,-1.97706778710207,-2.7413603583147,-1.14859030942491,-0.478255120448837,-1.45636716440141
1.24,-2.73842679907977,-1.9587887983343,-2.7423199800204,-1.14197679592765,-0.478041733938891,-1.45609959404965
1.241,-2.70904822321697,-1.94082185315794,-2.74328728126216,-1.13548428810502,-0.477867320235769,-1.45588114486764
1.242,-2.68012916666132,-1.92316184109791,-2.74426299021774,-1.12911117207182,-0.477731732376786,-1.45571198040892
1.243,-2.65166431237441,-1.9058037428808,-2.74524784822825,-1.12285587126641,-0.477634835428336,-1.45559227034777
1.244,-2.623648294182,-1.88874262961489,-2.74624260976596,-1.11671684573469,-0.477576506359358,-1.45552219055304
1.245,-2.59607570625092,-1.87197366192617,-2.74724804239645,-1.11069259143306,-0.477556633923022,-1.4555019231638
1.246,-2.56894111194706,-1.8554920890556,-2.74826492673501,-1.10478163954986,-0.477575118546529,-1.45553165666676
1.247,-2.54223905210659,-1.83929324792155,-2.7492940563974,-1.09898255584494,-0.477631872228796,-1.45561158597575
1.248,-2.51596405275113,-1.82337256215186,-2.75033623794497,-1.09329394000692,-0.47772681844596,-1.45574191251303
1.249,-2.49011063227661,-1.80772554108906,-2.75139229082401,-1.08771442502791,-0.477859892064546,-1.4559228442926
1.25,-2.46467330814384,-1.79234777877254,-2.75246304729967,-1.08224267659502,-0.478031039262131,-1.45615459600558
1.251,-2.43964660309792,-1.7772349529008,-2.7535493523841,-1.07687739249868,-0.478240217455483,-1.45643738910769
1.252,-2.41502505094227,-1.76238282377695,-2.75465206375918,-1.0716173020571,-0.478487395236001,-1.45677145190877
1.253,-2.39080320189187,-1.74778723324021,-2.7557720516937,-1.06646116555673,-0.478772552312362,-1.4571570196646
1.254,-2.3669756275292,-1.73344410358625,-2.7569101989551,-1.06140777370826,-0.479095679460337,-1.4575943346708
1.255,-2.34353692538527,-1.71934943647857,-2.7580674007158,-1.05645594711797,-0.479456778479657,-1.45808364635918
1.256,-2.32048172316715,-1.70549931185345,-2.75924456445431,-1.05160453577397,-0.479855862157851,-1.45862521139628
1.257,-2.29780468265197,-1.69188988682038,-2.76044260985107,-1.04685241854717,-0.480292954241029,-1.45921929378433
1.258,-2.27550050326722,-1.67851739456005,-2.76166246867904,-1.04219850270653,-0.480768089411533,-1.45986616496473
1.259,-2.25356392537513,-1.66537814322167,-2.76290508468944,-1.03764172344849,-0.481281313272384,-1.46056610392391
1.26,-2.23198973327911,-1.65246851482124,-2.76417141349236,-1.03318104344014,-0.481832682338547,-1.46131939730181
1.261,-2.21077275796829,-1.63978496414234,-2.76546242243261,-1.02881545237593,-0.48242226403491,-1.46212633950298
1.262,-2.1899078796164,-1.62732401764089,-2.76677909046083,-1.02454396654769,-0.483050136700997,-1.46298723281034
1.263,-2.16939002984944,-1.61508227235511,-2.76812240799996,-1.02036562842761,-0.483716389602376,-1.46390238750166
1.264,-2.14921419379665,-1.60305639482193,-2.76949337680727,-1.01627950626407,-0.484421122948773,-1.46487212196891
1.265,-2.12937541193805,-1.59124312000092,-2.77089300983199,-1.01228469368996,-0.485164447918833,-1.46589676284039
1.266,-2.10986878176115,-1.57963925020671,-2.77232233106879,-1.00838030934334,-0.485946486691611,-1.46697664510585
1.267,-2.09068945923914,-1.56824165405087,-2.77378237540716,-1.00456549650016,-0.486767372484717,-1.46811211224469
1.268,-2.07183266014165,-1.5570472653941,-2.77527418847691,-1.00083942271892,-0.487627249599197,-1.46930351635707
1.269,-2.05329366118913,-1.5460530823094,-2.77679882648993,-0.997201279496924,-0.488526273471148,-1.47055121829834
1.27,-2.03506780106093,-1.53525616605695,-2.77835735607838,-0.993650281938073,-0.489464610730073,-1.47185558781663
1.271,-2.01715048126667,-1.52465364007139,-2.77995085412946,-0.990185668431915,-0.490442439264064,-1.47321700369372
1.272,-1.99953716689018,-1.51424268896197,-2.781580407617,-0.98680670034381,-0.491459948291815,-1.47463585388941
1.273,-1.98222338721453,-1.50402055752608,-2.78324711342999,-0.983512661715988,-0.492517338441528,-1.47611253568925
1.274,-1.96520473623627,-1.49398454977668,-2.78495207819829,-0.9803028589794,-0.493614821836789,-1.47764745585584
1.275,-1.9484768730767,-1.484132027984,-2.78669641811568,-0.977176620676138,-0.494752622189445,-1.4792410307839
1.276,-1.93203552229724,-1.47446041173177,-2.78848125876049,-0.974133297192288,-0.49593097489959,-1.48089368665891
1.277,-1.91587647412594,-1.46496717698854,-2.79030773491398,-0.971172260501076,-0.497150127162713,-1.48260585961968
1.278,-1.89999558460148,-1.45564985519404,-2.79217699037671,-0.968292903916172,-0.498410338084108,-1.4843779959248
1.279,-1.88438877564071,-1.44650603236112,-2.79409017778308,-0.965494641854949,-0.499711878800647,-1.48621055212317
1.28,-1.86905203503564,-1.43753334819326,-2.79604845841437,-0.962776909611691,-0.501055032610013,-1.48810399522856
1.281,-1.85398141638513,-1.42872949521795,-2.79805300201028,-0.960139163140491,-0.502440095107486,-1.49005880289845
1.282,-1.83917303896649,-1.42009221793606,-2.80010498657945,-0.95758087884783,-0.503867374330448,-1.49207546361722
1.283,-1.82462308755161,-1.41161931198723,-2.80220559820906,-0.955101553394655,-0.505337190910668,-1.49415447688372
1.284,-1.81032781217248,-1.40330862333155,-2.80435603087371,-0.952700703507898,-0.50684987823459,-1.49629635340345
1.285,-1.79628352783996,-1.39515804744743,-2.80655748624395,-0.950377865801306,-0.508405782611646,-1.49850161528533
1.286,-1.78248661422003,-1.38716552854585,-2.80881117349456,-0.948132596605509,-0.5100052634509,-1.50077079624337
1.287,-1.76893351527127,-1.37932905880087,-2.81111830911289,-0.945964471807238,-0.511648693446035,-1.50310444180314
1.288,-1.75562073884701,-1.37164667759668,-2.81348011670755,-0.943873086697602,-0.513336458768968,-1.50550310951331
1.289,-1.74254485626555,-1.36411647079079,-2.81589782681754,-0.94185805582937,-0.515068959272193,-1.50796736916237
1.29,-1.72970250185154,-1.35673656999382,-2.81837267672233,-0.939919012883173,-0.516846608700105,-1.51049780300067
1.291,-1.71709037245145,-1.34950515186547,-2.82090591025275,-0.938055610542572,-0.51866983490947,-1.51309500596779
1.292,-1.70470522692587,-1.34242043742688,-2.82349877760341,-0.936267520377929,-0.520539080099235,-1.51575958592559
1.293,-1.69254388562123,-1.33548069138922,-2.82615253514648,-0.934554432739055,-0.522454801049962,-1.51849216389693
1.294,-1.68060322982337,-1.32868422149846,-2.82886844524731,-0.932916056656566,-0.524417469373054,-1.52129337431028
1.295,-1.66888020119521,-1.3220293778964,-2.8316477760821,-0.931352119751905,-0.526427571770042,-1.52416386525031
1.296,-1.65737180120059,-1.31551455249763,-2.83449180145783,-0.929862368156048,-0.528485610302188,-1.52710429871473
1.297,-1.6460750905164,-1.30913817838259,-2.83740180063471,-0.928446566436791,-0.530592102670682,-1.53011535087741
1.298,-1.63498718843473,-1.30289872920658,-2.84037905815141,-0.927104497534679,-0.532747582507686,-1.53319771235801
1.299,-1.62410527225687,-1.29679471862452,-2.8434248636533,-0.925835962707493,-0.534952599678536,-1.53635208849838
1.3,-1.61342657668071,-1.29082469973154,-2.846540511724,-0.924640781483362,-0.537207720595406,-1.53957919964571
1.301,-1.60294839318315,-1.28498726451923,-2.84972730172032,-0.923518791622404,-0.539513528542746,-1.54287978144278
1.302,-1.59266806939886,-1.27928104334748,-2.85298653761101,-0.92246984908701,-0.541870624014848,-1.54625458512549
1.303,-1.58258300849681,-1.27370470443174,-2.85631952781955,-0.921493828020693,-0.544279625065841,-1.54970437782768
1.304,-1.57269066855568,-1.26825695334575,-2.85972758507098,-0.920590620735559,-0.546741167672539,-1.55322994289378
1.305,-1.56298856193947,-1.26293653253954,-2.86321202624328,-0.919760137708438,-0.5492559061105,-1.55683208019907
1.306,-1.5534742546743,-1.25774222087266,-2.86677417222342,-0.919002307585672,-0.551824513343655,-1.56051160647821
1.307,-1.54414536582729,-1.25267283316247,-2.87041534776821,-0.918317077196611,-0.554447681427978,-1.56426935566184
1.308,-1.53499956688875,-1.24772721974751,-2.8741368813703,-0.917704411575867,-0.557126121929601,-1.56810617922183
1.309,-1.5260345811583,-1.24290426606581,-2.87794010512951,-0.917164293994373,-0.559860566357824,-1.57202294652515
1.31,-1.51724818313576,-1.23820289224797,-2.88182635462962,-0.916696725999292,-0.56265176661349,-1.57602054519679
1.311,-1.50863819791778,-1.23362205272514,-2.88579696882099,-0.916301727462859,-0.565500495453222,-1.5800998814918
1.312,-1.50020250060055,-1.22916073585156,-2.88985328990894,-0.915979336640216,-0.568407546970039,-1.58426188067691
1.313,-1.49193901568965,-1.22481796354175,-2.89399666324844,-0.915729610236299,-0.571373737090862,-1.58850748742176
1.314,-1.48384571651731,-1.22059279092229,-2.89822843724497,-0.915552623481918,-0.574399904091487,-1.59283766620026
1.315,-1.47592062466782,-1.216484305998,-2.90254996326196,-0.915448470219034,-0.577486909129588,-1.59725340170214
1.316,-1.46816180941159,-1.21249162933248,-2.90696259553481,-0.915417262995435,-0.580635636796385,-1.60175569925508
1.317,-1.46056738714832,-1.20861391374315,-2.91146769109183,-0.915459133168827,-0.583846995687565,-1.60634558525777
1.318,-1.45313552085973,-1.20485034401038,-2.91606660968221,-0.915574231020509,-0.587121918994144,-1.6110241076241
1.319,-1.44586441957231,-1.20120013660097,-2.92076071371099,-0.915762725878735,-0.590461365113944,-1.61579233623882
1.32,-1.43875233783037,-1.19766253940582,-2.92555136818163,-0.916024806251895,-0.59386631828442,-1.62065136342507
1.321,-1.43179757517999,-1.19423683149166,-2.93043994064576,-0.916360679971669,-0.597337789237526,-1.62560230442403
1.322,-1.42499847566382,-1.190922322867,-2.93542780116077,-0.916770574346264,-0.600876815877494,-1.63064629788708
1.323,-1.4183534273275,-1.1877183542621,-2.940516322255,-0.917254736323915,-0.604484463982226,-1.63578450638086
1.324,-1.41186086173756,-1.18462429692307,-2.94570687890085,-0.917813432666856,-0.608161827929241,-1.64101811690545
1.325,-1.40551925351137,-1.18163955241994,-2.95100084849596,-0.918446950135825,-0.611910031446999,-1.64634834142632
1.326,-1.39932711985927,-1.17876355246887,-2.95639961085232,-0.919155595685394,-0.615730228392556,-1.65177641742014
1.327,-1.39328302013909,-1.17599575876834,-2.9619045481938,-0.919939696670267,-0.619623603556482,-1.65730360843509
1.328,-1.38738555542334,-1.17333566284948,-2.96751704516187,-0.920799601062748,-0.623591373496092,-1.66293120466602
1.329,-1.38163336807924,-1.17078278594039,-2.97323848882978,-0.921735677681604,-0.627634787397974,-1.66866052354476
1.33,-1.37602514136181,-1.1683366788446,-2.9790702687252,-0.922748316432539,-0.631755127970972,-1.6744929103463
1.331,-1.37055959902011,-1.16599692183372,-2.9850137768615,-0.923837928560503,-0.6359537123707,-1.68042973881103
1.332,-1.36523550491696,-1.16376312455414,-2.99107040777764,-0.925004946914106,-0.640231893156847,-1.68647241178368
1.333,-1.36005166266215,-1.16163492594809,-2.99724155858682,-0.926249826222369,-0.64459105928445,-1.69262236186943
1.334,-1.35500691525934,-1.15961199418888,-3.00352862903386,-0.927573043384073,-0.649032637130484,-1.69888105210763
1.335,-1.35010014476688,-1.15769402663056,-3.00993302156144,-0.928975097770022,-0.653558091557092,-1.70524997666373
1.336,-1.34533027197251,-1.15588074977199,-3.01645614138529,-0.930456511538471,-0.6581689270129,-1.71173066153997
1.337,-1.34069625608229,-1.15417191923541,-3.02309939657814,-0.932017829964041,-0.662866688673859,-1.71832466530529
1.338,-1.33619709442372,-1.15256731975967,-3.02986419816282,-0.933659621780432,-0.66765296362522,-1.72503357984515
1.339,-1.33183182216328,-1.15106676520813,-3.03675196021424,-0.93538247953729,-0.672529382086187,-1.73185903113185
1.34,-1.32759951203843,-1.14967009859144,-3.04376409997033,-0.937187019971517,-0.677497618678992,-1.73880268001591
1.341,-1.32349927410432,-1.14837719210531,-3.05090203795214,-0.939073884393447,-0.682559393744136,-1.74586622303915
1.342,-1.31953025549521,-1.14718794718334,-3.05816719809283,-0.941043739088223,-0.687716474703651,-1.75305139327023
1.343,-1.31569164020078,-1.14610229456514,-3.06556100787578,-0.943097275732768,-0.692970677474298,-1.76035996116325
1.344,-1.31198264885751,-1.14512019437992,-3.07308489848175,-0.94523521182876,-0.69832386793275,-1.76779373544013
1.345,-1.30840253855513,-1.14424163624561,-3.08074030494492,-0.947458291152062,-0.703777963434835,-1.7753545639975
1.346,-1.30495060265838,-1.14346663938385,-3.0885286663181,-0.949767284218983,-0.709334934391086,-1.78304433483891
1.347,-1.3016261706442,-1.14279525275092,-3.09645142584683,-0.952162988769875,-0.714996805900904,-1.79086497703309
1.348,-1.29842860795439,-1.14222755518492,-3.10451003115246,-0.954646230270551,-0.720765659447733,-1.79881846169905
1.349,-1.29535731586406,-1.14176365556935,-3.11270593442417,-0.957217862431968,-0.726643634657801,-1.806906803019
1.35,-1.29241173136586,-1.14140369301346,-3.12104059261988,-0.959878767748735,-0.732632931125095,-1.8151320592797
1.351,-1.28959132707015,-1.1411478370494,-3.12951546767596,-0.962629858056953,-0.738735810305323,-1.82349633394344
1.352,-1.28689561112141,-1.14099628784673,-3.13813202672581,-0.965472075111973,-0.744954597481794,-1.83200177674937
1.353,-1.28432412713093,-1.14094927644436,-3.14689174232718,-0.968406391186608,-0.751291683806263,-1.84065058484619
1.354,-1.28187645412592,-1.14100706500025,-3.15579609269809,-0.971433809690432,-0.757749528417938,-1.84944500395724
1.355,-1.27955220651537,-1.14116994705935,-3.16484656196156,-0.974555365810783,-0.764330660643991,-1.85838732957904
1.356,-1.27735103407275,-1.14143824783989,-3.1740446403987,-0.977772127176112,-0.77103768228513,-1.86747990821419
1.357,-1.27527262193569,-1.14181232453855,-3.18339182471049,-0.981085194542373,-0.777873269989845,-1.87672513864001
1.358,-1.27331669062303,-1.14229256665484,-3.1928896182878,-0.984495702503088,-0.78484017772125,-1.88612547321373
1.359,-1.27148299606928,-1.14287939633496,-3.20253953148991,-0.988004820223936,-0.79194123932056,-1.89568341921576
1.36,-1.26977132967677,-1.14357326873575,-3.21234308193119,-0.991613752202494,-0.799179371171449,-1.90540154023199
1.361,-1.26818151838583,-1.14437467240901,-3.22230179477602,-0.995323739054013,-0.806557574969747,-1.91528245757665
1.362,-1.26671342476311,-1.14528412970674,-3.23241720304167,-0.999136058323972,-0.814078940603177,-1.92532885175668
1.363,-1.26536694710836,-1.14630219720764,-3.24269084790936,-1.00305202532832,-0.821746649146037,-1.93554346397951
1.364,-1.26414201958003,-1.14742946616552,-3.25312427904302,-1.00707299402226,-0.82956397597402,-1.94592909770511
1.365,-1.26303861233977,-1.14866656298005,-3.26371905491595,-1.01120035789847,-0.837534294004532,-1.95648862024423
1.366,-1.26205673171645,-1.15001414969039,-3.2744767431451,-1.01543555091578,-0.845661077068282,-1.96722496440405
1.367,-1.26119642038971,-1.15147292449227,-3.28539892083295,-1.01978004845921,-0.853947903418102,-1.97814113018303
1.368,-1.26045775759351,-1.15304362227917,-3.29648717491688,-1.02423536833247,-0.862398459381279,-1.98924018651647
1.369,-1.25984085934017,-1.15472701520812,-3.30774310252572,-1.02880307178393,-0.871016543162029,-2.00052527307449
1.37,-1.25934587866499,-1.15652391329082,-3.31916831134374,-1.03348476456725,-0.879806068801065,-2.01199960211437
1.371,-1.25897300589205,-1.15843516501077,-3.33076441998156,-1.03828209803773,-0.888771070299611,-2.02366646038878
1.372,-1.25872246892153,-1.16046165796705,-3.34253305835408,-1.04319677028566,-0.897915705915495,-2.03552921111209
1.373,-1.25859453353894,-1.16260431954552,-3.35447586806525,-1.04823052730786,-0.90724426263948,-2.0475912959866
1.374,-1.25858950374682,-1.16486411761824,-3.3665945027995,-1.05338516421878,-0.916761160860355,-2.05985623729068
1.375,-1.25870772211919,-1.16724206127181,-3.37889062871976,-1.0586625265024,-0.926470959227698,-2.07232764003113
1.376,-1.25894957017949,-1.16973920156555,-3.39136592487184,-1.06406451130644,-0.936378359721868,-2.0850091941618
1.377,-1.25931546880219,-1.17235663232034,-3.40402208359512,-1.06959306878029,-0.946488212941086,-2.09790467687085
1.378,-1.25980587863897,-1.17509549093903,-3.41686081093927,-1.07525020345811,-0.956805523616132,-2.11101795493908
1.379,-1.26042130056978,-1.17795695925934,-3.42988382708702,-1.0810379756889,-0.967335456363721,-2.1243529871716
1.38,-1.26116227617938,-1.18094226444032,-3.44309286678256,-1.08695850311482,-0.978083341690175,-2.13791382690576
1.381,-1.2620293882601,-1.18405267988322,-3.45648967976572,-1.09301396219985,-0.98905468225768,-2.15170462459769
1.382,-1.26302326134137,-1.18728952618801,-3.47007603121145,-1.09920658981024,-1.00025515942609,-2.16572963049042
1.383,-1.26414456224663,-1.19065417214655,-3.48385370217466,-1.10553868484888,-1.0116906400839,-2.17999319736642
1.384,-1.26539400067848,-1.19414803577359,-3.49782449004005,-1.11201260994521,-1.02336718378283,-2.19449978338761
1.385,-1.26677232983258,-1.19777258537683,-3.51199020897688,-1.11863079320297,-1.03529105019121,-2.2092539550259
1.386,-1.26828034704126,-1.20152934066726,-3.52635269039841,-1.12539573000758,-1.04746870688215,-2.22426039008759
1.387,-1.26991889444752,-1.20541987391103,-3.54091378342573,-1.1323099848956,-1.0599068374736,-2.23952388083502
