"Freq [GHz]","dB(S(WavePort1,WavePort1)) [] - split1x='16mm' split2x='15mm'","dB(S(WavePort1,WavePort1)) [] - split1x='17mm' split2x='15mm'","dB(S(WavePort1,WavePort1)) [] - split1x='18mm' split2x='15mm'","dB(S(WavePort1,WavePort1)) [] - split1x='19mm' split2x='15mm'","dB(S(WavePort1,WavePort1)) [] - split1x='20mm' split2x='15mm'","dB(S(WavePort1,WavePort1)) [] - split1x='21mm' split2x='15mm'","dB(S(WavePort1,WavePort1)) [] - split1x='22mm' split2x='15mm'","dB(S(WavePort1,WavePort1)) [] - split1x='23mm' split2x='15mm'","dB(S(WavePort1,WavePort1)) [] - split1x='24mm' split2x='15mm'","dB(S(WavePort1,WavePort1)) [] - split1x='25mm' split2x='15mm'"
1.132,-0.994086959085598,-0.599135093283354,-0.551960700442312,-0.540534193511642,-1.25990081617931,-2.1473860229185,-2.05209053336899,-0.541570911562725,-0.255528169386698,-1.76354303894271
1.133,-0.975492638585074,-0.592673571648469,-0.546885034281668,-0.536314073634503,-1.25760045266025,-2.13937786477327,-2.04061496898535,-0.53721894009334,-0.249823797298919,-1.75794272901547
1.134,-0.957503765997323,-0.586347910958012,-0.541905004147889,-0.532171233474704,-1.25532964070497,-2.13139151501341,-2.02923091427618,-0.532964335863284,-0.244204343590953,-1.75240079898253
1.135,-0.940094728455393,-0.580154690116746,-0.537018511779335,-0.528104104714516,-1.25308824030578,-2.1234273724584,-2.01793805485966,-0.528804753774063,-0.238667405623161,-1.74691695659619
1.136,-0.923241242922018,-0.574090595740796,-0.532223518025144,-0.524111161139884,-1.25087611394511,-2.11548582972318,-2.00673606823436,-0.524737925774638,-0.233210643325951,-1.74149091310114
1.137,-0.906920275716593,-0.568152418233598,-0.527518040928078,-0.520190917354194,-1.24869312658032,-2.10756727324535,-1.99562462414367,-0.520761657924795,-0.227831776880609,-1.73612238324497
1.138,-0.891109967551198,-0.562337048024859,-0.522900153878928,-0.516341927537611,-1.24653914562887,-2.09967208331384,-1.98460338493149,-0.516873827590623,-0.222528584483395,-1.73081108528819
1.139,-0.875789563658398,-0.556641471965079,-0.518367983839503,-0.512562784250237,-1.24441404095384,-2.09180063409913,-1.97367200588954,-0.513072380765344,-0.217298900189213,-1.72555674101398
1.14,-0.860939348627749,-0.551062769868363,-0.513919709631337,-0.508852117277324,-1.24231768484978,-2.08395329368497,-1.96283013559613,-0.509355329509251,-0.212140611831279,-1.72035907573757
1.141,-0.846540585599506,-0.545598111196843,-0.509553560287433,-0.505208592514916,-1.24024995202885,-2.0761304241015,-1.95207741624671,-0.505720749502665,-0.207051659013422,-1.71521781831543
1.142,-0.832575459492539,-0.540244751880202,-0.505267813464429,-0.501630910894355,-1.2382107196073,-2.0683323813598,-1.94141348397636,-0.502166777706355,-0.202030031171754,-1.71013270115407
1.143,-0.81902702396968,-0.535000031264179,-0.501060793912757,-0.498117807344119,-1.23619986709235,-2.06055951548777,-1.93083796917421,-0.498691610124128,-0.19707376570263,-1.70510346021869
1.144,-0.805879151867346,-0.529861369182231,-0.496930872002409,-0.494668049787583,-1.2342172763693,-2.05281217056731,-1.92035049679004,-0.495293499662446,-0.192180946153866,-1.70012983504153
1.145,-0.793116488838321,-0.52482626314484,-0.492876462302041,-0.4912804381753,-1.23226283168906,-2.04509068477287,-1.90995068663321,-0.491970754082423,-0.187349700476454,-1.6952115687301
1.146,-0.780724409976241,-0.519892285641175,-0.488896022209312,-0.487953803550518,-1.23033641965589,-2.0373953904111,-1.89963815366388,-0.488721734039679,-0.182578199333936,-1.69034840797513
1.147,-0.768688979208731,-0.515057081548092,-0.484988050630371,-0.48468700714656,-1.22843792921562,-2.02972661396182,-1.88941250827692,-0.485544851207792,-0.177864654466917,-1.68554010305847
1.148,-0.756996911262613,-0.510318365641823,-0.481151086706531,-0.481478939515041,-1.22656725164406,-2.02208467612008,-1.87927335657848,-0.482438566481349,-0.17320731711012,-1.68078640786074
1.149,-0.745635536020013,-0.505673920207635,-0.477383708586234,-0.47832851968359,-1.22472428053583,-2.01446989183937,-1.86922030065533,-0.47940138825477,-0.168604476459637,-1.6760870798689
1.15,-0.73459276509807,-0.501121592743348,-0.473684532240588,-0.475234694342036,-1.22290891179344,-2.00688257037596,-1.85925293883722,-0.476431870773353,-0.164054458188025,-1.67144188018379
1.151,-0.723857060497762,-0.496659293752491,-0.470052210320632,-0.472196437056013,-1.22112104361677,-1.9993230153342,-1.84937086595236,-0.473528612553092,-0.159555623005022,-1.66685057352742
1.152,-0.713417405179246,-0.492284994623245,-0.466485431054832,-0.469212747506926,-1.21936057649281,-1.99179152471288,-1.83957367357605,-0.470690254866058,-0.155106365261774,-1.66231292825038
1.153,-0.703263275431659,-0.48799672558945,-0.462982917185103,-0.4662826507573,-1.21762741318579,-1.98428839095264,-1.82986095027275,-0.467915480288312,-0.150705111596482,-1.65782871633906
1.154,-0.693384614915442,-0.483792573770106,-0.459543424939968,-0.46340519654061,-1.21592145872756,-1.97681390098418,-1.82023228183167,-0.465203011307398,-0.146350319619517,-1.65339771342291
1.155,-0.683771810264279,-0.479670681284083,-0.456165743043335,-0.460579458574658,-1.21424262040835,-1.96936833627752,-1.81068725149592,-0.462551608986735,-0.142040476636075,-1.6490196987817
1.156,-0.674415668142007,-0.475629243436723,-0.452848691757573,-0.457804533897627,-1.21259080776783,-1.96195197289201,-1.80122544018547,-0.459960071684263,-0.137774098404557,-1.64469445535271
1.157,-0.665307393657735,-0.471666506975347,-0.449591121959509,-0.455079542226034,-1.21096593258652,-1.95456508152731,-1.79184642671398,-0.45742723382291,-0.133549727928892,-1.64042176973805
1.158,-0.656438570049312,-0.467780768410751,-0.446391914248165,-0.452403625333744,-1.20936790887748,-1.94720792757507,-1.78254978799973,-0.454951964710483,-0.129365934283092,-1.63620143221194
1.159,-0.647801139551928,-0.463970372401863,-0.443249978082961,-0.449775946451273,-1.20779665287837,-1.93988077117142,-1.7733350992706,-0.452533167406822,-0.12522131146639,-1.63203323672805
1.16,-0.639387385374571,-0.460233710200948,-0.440164250951249,-0.447195689684715,-1.2062520830438,-1.93258386725025,-1.76420193426337,-0.450169777636093,-0.121114477287383,-1.62791698092697
1.161,-0.631189914712592,-0.456569218156846,-0.437133697564089,-0.44466205945351,-1.204734120038,-1.92531746559714,-1.75514986541748,-0.447860762742173,-0.117044072275575,-1.62385246614375
1.162,-0.623201642729834,-0.452975376273782,-0.434157309079173,-0.442174279946447,-1.20324268672786,-1.91808181090397,-1.74617846406322,-0.445605120685287,-0.113008758618938,-1.61983949741548
1.163,-0.615415777448319,-0.449450706823504,-0.431234102349912,-0.439731594595202,-1.20177770817627,-1.91087714282427,-1.73728730060464,-0.443401879078047,-0.109007219125889,-1.61587788348909
1.164,-0.607825805488043,-0.445993773008513,-0.428363119199693,-0.437333265564836,-1.20033911163572,-1.90370369602906,-1.72847594469724,-0.441250094259189,-0.105038156210419,-1.61196743682923
1.165,-0.600425478603272,-0.442603177674298,-0.425543425720376,-0.43497857326063,-1.19892682654237,-1.89656170026336,-1.71974396542047,-0.439148850403395,-0.101100290898903,-1.60810797362634
1.166,-0.593208800965513,-0.439277562068611,-0.422774111594126,-0.432666815850684,-1.19754078451029,-1.88945138040327,-1.71109093144535,-0.437097258665603,-0.0971923618573087,-1.60429931380481
1.167,-0.586170017146841,-0.436015604645799,-0.420054289437763,-0.430397308803734,-1.1961809193261,-1.88237295651357,-1.70251641119717,-0.435094456358373,-0.0933131244374937,-1.60054128103146
1.168,-0.579303600760274,-0.43281601991445,-0.417383094168735,-0.428169384441693,-1.19484716694398,-1.87532664390577,-1.69401997301337,-0.433139606160885,-0.0894613497413273,-1.59683370272409
1.169,-0.572604243716982,-0.429677557326557,-0.414759682392008,-0.425982391506334,-1.19353946548091,-1.86831265319674,-1.6856011852969,-0.431231895358232,-0.0856358237013981,-1.59317641006032
1.17,-0.566066846062765,-0.426599000206552,-0.412183231807035,-0.423835694739694,-1.19225775521229,-1.86133119036773,-1.67725961666496,-0.429370535109732,-0.0818353461770719,-1.58956923798663
1.171,-0.559686506358748,-0.423579164718621,-0.409652940634136,-0.421728674477708,-1.19100197856788,-1.85438245682381,-1.66899483609334,-0.427554759745073,-0.0780587300647824,-1.58601202522767
1.172,-0.553458512573636,-0.420616898870761,-0.40716802705957,-0.419660726256608,-1.1897720801281,-1.84746664945377,-1.6608064130565,-0.425783826087116,-0.0743048004213036,-1.58250461429579
1.173,-0.547378333456953,-0.417711081554173,-0.404727728698623,-0.417631260431677,-1.18856800662059,-1.84058396069034,-1.65269391766332,-0.424057012800257,-0.0705723935989382,-1.57904685150089
1.174,-0.541441610364817,-0.414860621616532,-0.402331302076094,-0.415639701807929,-1.18738970691716,-1.83373457857079,-1.64465692078893,-0.422373619763304,-0.066860356391411,-1.57563858696052
1.175,-0.535644149511521,-0.41206445696787,-0.399978022123519,-0.413685489282307,-1.18623713203102,-1.82691868679785,-1.63669499420235,-0.420732967465902,-0.0631675451894528,-1.57227967461034
1.176,-0.529981914622088,-0.409321553717756,-0.397667181692591,-0.411768075497037,-1.18511023511442,-1.82013646480097,-1.62880771069045,-0.419134396427504,-0.0594928251449009,-1.56896997221479
1.177,-0.524451019962462,-0.406630905342579,-0.395398091084176,-0.409886926503747,-1.18400897145652,-1.81338808779781,-1.62099464417791,-0.417577266638038,-0.0558350693422402,-1.56570934137826
1.178,-0.519047723725472,-0.403991531881757,-0.393170077592379,-0.408041521437994,-1.18293329848171,-1.80667372685605,-1.61325536984365,-0.416060957019349,-0.0521931579765348,-1.56249764755641
1.179,-0.513768421752272,-0.401402479161777,-0.390982485063162,-0.406231352203871,-1.18188317574812,-1.7999935489554,-1.60558946423359,-0.414584864906651,-0.0485659775366601,-1.55933476006803
1.18,-0.508609641570049,-0.398862818046979,-0.388834673466962,-0.404455923168352,-1.18085856494663,-1.79334771704986,-1.59799650536989,-0.413148405549169,-0.0449524199927404,-1.55622055210716
1.181,-0.503568036728098,-0.396371643716077,-0.386726018484897,-0.402714750865075,-1.17985942990009,-1.78673639013019,-1.59047607285692,-0.411751011629215,-0.0413513819867909,-1.55315490075564
1.182,-0.498640381415528,-0.39392807496343,-0.384655911107999,-0.401007363707204,-1.17888573656294,-1.78015972328649,-1.58302774798372,-0.410392132799025,-0.0377617640254035,-1.55013768699609
1.183,-0.493823565344765,-0.391531253524132,-0.382623757249124,-0.39933330170918,-1.17793745302117,-1.77361786777108,-1.57565111382342,-0.409071235234625,-0.0341824696735023,-1.54716879572526
1.184,-0.489114588886174,-0.389180343422035,-0.380628977367033,-0.397692116216938,-1.17701454949256,-1.7671109710614,-1.56834575532941,-0.407787801206108,-0.0306124047480228,-1.54424811576785
1.185,-0.484510558439878,-0.386874530339832,-0.378671006102293,-0.396083369646467,-1.17611699832738,-1.76063917692309,-1.56111125942856,-0.406541328663707,-0.0270504765104805,-1.54137553989077
1.186,-0.480008682031767,-0.384613021010359,-0.376749291924534,-0.394506635230307,-1.17524477400933,-1.75420262547318,-1.55394721511143,-0.405331330839008,-0.0234955928573158,-1.53855096481784
1.187,-0.475606265121524,-0.382395042628393,-0.374863296790737,-0.392961496771855,-1.17439785315686,-1.74780145324342,-1.54685321351958,-0.404157335860849,-0.0199466615068975,-1.535774291245
1.188,-0.471300706611112,-0.380219842282098,-0.373012495814175,-0.391447548407152,-1.17357621452488,-1.74143579324357,-1.53982884803024,-0.403018886385244,-0.0164025891821355,-1.53304542385603
1.189,-0.467089495042987,-0.378086686403487,-0.371196376943602,-0.38996439437395,-1.17277983900675,-1.73510577502491,-1.53287371433805,-0.401915539238892,-0.0128622807874871,-1.53036427133869
1.19,-0.462970204977854,-0.37599486023712,-0.369414440652439,-0.388511648787834,-1.17200870963667,-1.72881152474365,-1.52598741053442,-0.400846865075753,-0.00932463857926284,-1.52773074640147
1.191,-0.458940493542425,-0.373943667326455,-0.367666199637547,-0.387088935425173,-1.17126281159244,-1.72255316522452,-1.51916953718413,-0.399812448046224,-0.00578856132805813,-1.52514476579087
1.192,-0.454998097138222,-0.371932429017126,-0.365951178527318,-0.385695887512702,-1.17054213219852,-1.71633081602423,-1.51241969739962,-0.398811885478445,-0.00225294347207724,-1.52260625030915
1.193,-0.451140828302916,-0.369960483976621,-0.364268913598768,-0.384332147523509,-1.1698466609295,-1.7101445934951,-1.50573749691283,-0.397844787571341,0.00128332573982704,-1.52011512483277
1.194,-0.4473665727163,-0.368027187729704,-0.36261895250335,-0.382997366979271,-1.16917638941392,-1.70399461084855,-1.49912254414468,-0.396910777098952,0.00482136311666757,-1.51767131833129
1.195,-0.443673286343325,-0.366131912209046,-0.361000854001191,-0.381691206258507,-1.16853131143844,-1.69788097821864,-1.4925744502724,-0.396009489125675,0.00836229240668556,-1.51527476388696
1.196,-0.4400589927072,-0.364274045320542,-0.35941418770348,-0.380413334410717,-1.16791142295241,-1.6918038027256,-1.48609282929461,-0.395140570732044,0.0119072451928789,-1.51292539871489
1.197,-0.436521780285854,-0.362452990522741,-0.357858533822783,-0.379163428976175,-1.16731672207275,-1.68576318853928,-1.47967729809433,-0.394303680750681,0.0154573618040101,-1.51062316418382
1.198,-0.433059800025442,-0.360668166419952,-0.356333482930992,-0.377941175811275,-1.1667472090893,-1.67975923694259,-1.47332747649999,-0.393498489512075,0.0190137922425691,-1.5083680058376
1.199,-0.429671262965054,-0.3589190063685,-0.354838635724685,-0.376746268919207,-1.16620288647043,-1.6737920463948,-1.4670429873444,-0.392724678599848,0.0225776971310865,-1.50615987341726
1.2,-0.426354437966937,-0.357204958095687,-0.353373602797667,-0.375578410285832,-1.16568375886913,-1.66786171259493,-1.46082345652192,-0.391981940615245,0.0261502486782959,-1.50399872088383
1.201,-0.423107649547031,-0.35552548333103,-0.35193800442047,-0.374437309720661,-1.16518983312943,-1.66196832854488,-1.4546685130437,-0.39126997895047,0.0297326316666999,-1.50188450644176
1.202,-0.419929275800741,-0.353880057449331,-0.350531470326588,-0.373322684702646,-1.1647211182932,-1.65611198461265,-1.44857778909122,-0.390588507570635,0.0333260444631722,-1.49981719256317
1.203,-0.416817746419339,-0.35226816912519,-0.349153639505242,-0.372234260230842,-1.16427762560738,-1.65029276859529,-1.44255092006812,-0.389937250804037,0.0369317000542095,-1.4977967460127
1.204,-0.413771540792452,-0.350689319998547,-0.347804160000486,-0.371171768679625,-1.16385936853157,-1.64451076578195,-1.43658754465034,-0.389315943140499,0.0405508271076048,-1.49582313787324
1.205,-0.41078918619246,-0.349143024350896,-0.346482688716448,-0.370134949658452,-1.16346636274601,-1.63876605901661,-1.43068730483474,-0.388724329037497,0.0441846710623628,-1.49389634357227
1.206,-0.407869256036873,-0.347628808791802,-0.345188891228519,-0.369123549876001,-1.16309862615999,-1.6330587287609,-1.42484984598617,-0.388162162733888,0.0478344952486568,-1.49201634290913
1.207,-0.405010368224812,-0.34614621195538,-0.34392244160034,-0.368137323008554,-1.16275617892065,-1.62738885315665,-1.41907481688304,-0.387629208070958,0.0515015820399071,-1.49018312008296
1.208,-0.402211183544159,-0.344694784206381,-0.342683022206375,-0.367176029572532,-1.16243904342218,-1.62175650808838,-1.41336186976153,-0.387125238320605,0.0551872340389142,-1.48839666372154
1.209,-0.399470404145915,-0.343274087355601,-0.341470323559916,-0.366239436801081,-1.16214724431541,-1.6161617672457,-1.40771066035843,-0.38665003602041,0.0588927753002588,-1.48665696691096
1.21,-0.39678677208259,-0.341883694384252,-0.340284044146407,-0.365327318524546,-1.1618808085179,-1.61060470218546,-1.40212084795271,-0.386203392815459,0.0626195525911749,-1.48496402722607
1.211,-0.394159067907671,-0.340523189177063,-0.339123890261847,-0.364439455054804,-1.16163976522432,-1.60508538239389,-1.39659209540578,-0.385785109306643,0.066368936693276,-1.48331784676187
1.212,-0.391586109333195,-0.339192166263763,-0.337989575856193,-0.363575633073295,-1.16142414591739,-1.59960387534852,-1.39112406920065,-0.385394994905335,0.070142323747511,-1.48171843216579
1.213,-0.389066749942799,-0.337890230568713,-0.336880822381605,-0.362735645522695,-1.16123398437917,-1.59416024657999,-1.38571643947985,-0.385032867694202,0.0739411366450453,-1.48016579467085
1.214,-0.386599877957643,-0.336616997168398,-0.335797358645364,-0.361919291502109,-1.16106931670275,-1.58875455973367,-1.38036888008235,-0.384698554294023,0.0777668264666597,-1.47865995012976
1.215,-0.384184415052771,-0.335372091056553,-0.334738920667392,-0.36112637616573,-1.16093018130449,-1.58338687663123,-1.37508106857942,-0.384391889736372,0.0816208739735602,-1.47720091904997
1.216,-0.381819315221602,-0.334155146916643,-0.333705251542164,-0.360356710624832,-1.16081661893662,-1.57805725733191,-1.36985268630943,-0.384112717341948,0.0855047911525884,-1.47578872662974
1.217,-0.379503563686339,-0.332965808901486,-0.33269610130497,-0.359610111853059,-1.16072867270029,-1.57276576019377,-1.36468341841185,-0.383860888604476,0.0894201228189651,-1.47442340279512
1.218,-0.377236175852249,-0.331803730419797,-0.331711226802349,-0.358886402594908,-1.16066638805913,-1.56751244193475,-1.35957295386021,-0.38363626308001,0.0933684482798349,-1.47310498223799
1.219,-0.375016196303804,-0.330668573929404,-0.330750391566631,-0.358185411277314,-1.16062981285318,-1.56229735769351,-1.35452098549434,-0.383438708281523,0.0973513830621656,-1.47183350445518
1.22,-0.372842697840808,-0.329560010736973,-0.329813365694412,-0.357506971924323,-1.16061899731339,-1.55712056109019,-1.3495272100517,-0.383268099578621,0.10137058070858,-1.47060901378855
1.221,-0.370714780552779,-0.328477720803987,-0.328899925728934,-0.356850924074709,-1.16063399407651,-1.55198210428702,-1.34459132819802,-0.383124320102331,0.105427734645093,-1.46943155946627
1.222,-0.368631570929794,-0.327421392558834,-0.328009854546191,-0.356217112702492,-1.16067485820049,-1.54688203804872,-1.33971304455722,-0.383007260654778,0.109524580124701,-1.46830119564507
1.223,-0.366592221008305,-0.326390722714783,-0.327142941244736,-0.35560538814035,-1.16074164718033,-1.54182041180278,-1.33489206774065,-0.382916819623692,0.113662896251262,-1.4672179814538
1.224,-0.364595907550298,-0.325385416093694,-0.326298981039018,-0.355015606005753,-1.16083442096451,-1.53679727369961,-1.33012811037572,-0.382852902901649,0.117844508088101,-1.46618198103795
1.225,-0.36264183125439,-0.324405185455248,-0.325477775156239,-0.35444762712985,-1.16095324197175,-1.53181267067248,-1.32542088913391,-0.382815423809887,0.122071288856217,-1.46519326360549
1.226,-0.360729215997495,-0.3234497513316,-0.324679130736572,-0.353901317489024,-1.16109817510848,-1.5268666484974,-1.32077012475827,-0.382804303026698,0.126345162227114,-1.46425190347386
1.227,-0.358857308105674,-0.32251884186721,-0.323902860736691,-0.353376548139023,-1.16126928778661,-1.52195925185276,-1.31617554209044,-0.382819468520238,0.130668104715669,-1.46335798011823
1.228,-0.357025375653025,-0.321612192663764,-0.323148783836529,-0.352873195151685,-1.16146664994198,-1.51709052437891,-1.31163687009713,-0.382860855485706,0.135042148178658,-1.46251157822093
1.229,-0.355232707787296,-0.320729546630008,-0.322416724349192,-0.352391139554135,-1.16169033405321,-1.51226050873754,-1.30715384189627,-0.382928406286824,0.139469382425019,-1.46171278772228
1.23,-0.353478614081199,-0.319870653836344,-0.321706512133928,-0.351930267270441,-1.16194041516119,-1.507469246671,-1.30272619478269,-0.383022070401507,0.143951957944117,-1.46096170387267
1.231,-0.351762423908277,-0.31903527137409,-0.321017982512095,-0.351490469065701,-1.162216970889,-1.50271677906139,-1.29835367025356,-0.383141804371726,0.148492088758841,-1.46025842728596
1.232,-0.350083485842321,-0.318223163219201,-0.320350976186069,-0.351071640492459,-1.16252008146245,-1.49800314598959,-1.29403601403337,-0.383287571757408,0.153092055410612,-1.45960306399435
1.233,-0.34844116707935,-0.317434100100405,-0.319705339161011,-0.350673681839453,-1.16284982973112,-1.4933283867942,-1.28977297609882,-0.383459343094418,0.157754208083883,-1.45899572550451
